gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,exchg,cik,costat,naicsh,sich,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,stko
020748,2020/12/31,2020,INDL,C,D,STD,ANET,040413106,ARISTA NETWORKS INC,USD,11,0001596532,A,334118,3576,4520,452010,45,45201020,334118,3576,,,0
020756,2020/12/31,2020,INDL,C,D,STD,MTNB,576810105,MATINAS BIOPHARMA HLDGS INC,USD,12,0001582554,A,325412,2834,3520,352010,35,35201010,325412,2834,,,0
020766,2020/12/31,2020,INDL,C,D,STD,SMEZ,78463X392,SPDR EURO STOXX SMALL CP ETF,USD,17,,I,,,,,,,525910,6722,,,
020767,2020/12/31,2020,INDL,C,D,STD,QEFA,78463X434,SPDR MSCI EAFE STRATEGICFACT,USD,17,,A,,,,,,,525910,6722,,,
020772,2020/12/31,2020,INDL,C,D,STD,QEMM,78463X426,SPDR MSCI EM MKTS STRATEGICF,USD,17,,A,,,,,,,525910,6722,,,
020773,2020/12/31,2020,INDL,C,D,STD,QWLD,78463X418,SPDR MSCI WORLD STRATEGICFAC,USD,17,,A,,,,,,,525910,6722,,,
020779,2020/07/31,2020,INDL,C,D,STD,CSCO,17275R102,CISCO SYSTEMS INC,USD,14,0000858877,A,334210,3576,4520,452010,45,45201020,334210,3576,187,940,0
020791,2020/12/31,2020,INDL,C,D,STD,BXMT,09257W100,BLACKSTONE MORTGAGE TR INC,USD,11,0001061630,A,525990,6798,4020,402040,40,40204010,525990,6798,850,800,0
020791,2020/12/31,2020,FS,C,D,STD,BXMT,09257W100,BLACKSTONE MORTGAGE TR INC,USD,11,0001061630,A,525990,6798,4020,402040,40,40204010,525990,6798,850,800,0
020801,2020/12/31,2020,INDL,C,D,STD,KXSCF,49448Q109,KINAXIS INC,USD,19,,A,518210,7370,4510,451030,45,45103010,518210,7370,,,0
020819,2020/12/31,2020,INDL,C,D,STD,GGZ,36249W104,GABELLI GBL SM & MID CAP VAL,USD,11,0001585855,A,,,,,,,525990,6726,,,
020823,2020/01/31,2019,INDL,C,D,STD,HQY,42226A107,HEALTHEQUITY INC,USD,14,0001428336,A,519130,7370,3510,351020,35,35102030,519130,7370,,,0
020840,2020/12/31,2020,INDL,C,D,STD,UBAAF,91707P208,URBANA CORP,CAD,19,,A,,,4020,402030,40,40203010,523999,6799,,,0
020843,2020/12/31,2020,INDL,C,D,STD,IEUR,46434V738,ISHARES CORE MSCI EUROPE ETF,USD,17,,A,,,,,,,525910,6722,,,
020844,2020/12/31,2020,INDL,C,D,STD,IPAC,46434V696,ISHARES CORE MSCI PACIFIC,USD,17,,A,,,,,,,525910,6722,,,
020846,2020/12/31,2020,INDL,C,D,STD,DGRO,46434V621,ISHARES CORE DIV GROWTH ETF,USD,17,,A,,,,,,,525910,6722,,,
020853,2020/12/31,2020,INDL,C,D,STD,IUSB,46434V613,ISHARES CORE TOTAL USD BOND,USD,14,,A,,,,,,,525910,6722,,,
020857,2020/12/31,2020,INDL,C,D,STD,ZCAN,78463X376,SPDR SOLACTIVE CANADA ETF,USD,17,,I,,,,,,,525910,6722,,,
020860,2020/12/31,2020,INDL,C,D,STD,WIPKF,97535P104,WINPAK LTD,USD,19,,A,3222,2670,1510,151030,15,15103010,3222,2670,345,925,0
020861,2020/12/31,2020,INDL,C,D,STD,ZDEU,78463X350,SPDR SOLACTIVE GERMANY ETF,USD,17,,I,,,,,,,525910,6722,,,
020862,2020/12/31,2020,INDL,C,D,STD,ZJPN,78463X368,SPDR SOLACTIVE JAPAN ETF,USD,17,,I,,,,,,,525910,6722,,,
020864,2020/12/31,2020,INDL,C,D,STD,SDURF,863443305,STROUD RESOURCES LTD,CAD,19,0001365079,A,,,1510,151040,15,15104040,212221,1040,,,0
020868,2020/12/31,2020,INDL,C,D,STD,ZGBR,78463X335,SPDR SOLACTIVE UNTD KNGM ETF,USD,17,,I,,,,,,,525910,6722,,,
020874,2020/06/30,2020,INDL,C,D,STD,SYITF,87160L106,SYNEX INTERNATIONAL INC,CAD,19,0000801735,A,,,5510,551050,55,55105010,221111,4991,,,0
020876,2020/12/31,2020,INDL,C,D,STD,YRBAF,986191302,YORBEAU RESOURCES INC  -CL A,CAD,19,,A,,,1510,151040,15,15104030,21222,1040,265,970,0
020879,2020/12/31,2020,INDL,C,D,STD,LSDAF,517907101,LASSONDE INDUSTRIES INC-CL A,CAD,19,,A,,,3020,302020,30,30202030,311421,2033,250,978,0
020898,2020/12/31,2020,INDL,C,D,STD,SLNO,834203200,SOLENO THERAPEUTICS INC,USD,14,0001484565,A,334510,3845,3520,352010,35,35201010,334510,3845,,,0
020904,2020/09/30,2020,INDL,C,D,STD,HOLX,436440101,HOLOGIC INC,USD,14,0000859737,A,334517,3844,3510,351010,35,35101010,334517,3844,300,905,0
020912,2020/10/31,2020,INDL,C,D,STD,CEE,153436100,CTRL EUR RUSSIA & TURKEY FD,USD,11,0000860489,A,,,,,,,525990,6726,850,800,
020918,2020/12/31,2020,INDL,C,D,STD,JRNGF,48113W102,JOURNEY ENERGY INC,CAD,19,,A,,,1010,101020,10,10102020,2111,1311,,,0
020930,2020/12/31,2020,INDL,C,D,STD,CNLFF,137639209,CANLAN ICE SPORTS CORP,CAD,19,,A,,,2530,253010,25,25301030,713940,7990,262,976,0
020935,2020/12/31,2020,INDL,C,D,STD,TRUP,898202106,TRUPANION INC,USD,14,0001371285,A,524114,6324,4030,403010,40,40301020,524114,6324,,,0
020943,2020/12/31,2020,INDL,C,D,STD,SAGE,78667J108,SAGE THERAPEUTICS INC,USD,14,0001597553,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
020944,2020/12/31,2020,INDL,C,D,STD,SHLX,822634101,SHELL MIDSTREAM PARTNERS LP,USD,11,0001610466,A,486,4610,1010,101020,10,10102040,486,4610,,,0
020945,2020/12/31,2020,INDL,C,D,STD,IRMD,46266A109,IRADIMED CORP,USD,14,0001325618,A,339112,3841,3510,351010,35,35101010,339112,3841,,,0
020959,2020/12/31,2020,INDL,C,D,STD,PLYM,729640102,PLYMOUTH INDL REIT INC,USD,11,0001515816,A,531120,6798,6010,601010,60,60101020,531120,6798,,,0
020960,2020/12/31,2020,INDL,C,D,STD,CNNE,13765N107,CANNAE HOLDINGS INC,USD,11,0001704720,A,722511,5812,4020,402010,40,40201030,722511,5812,,,0
020961,2020/03/31,2019,INDL,C,D,STD,ATEX,03676C100,ANTERIX INC,USD,14,0001304492,A,517919,4899,5010,501010,50,50101010,517919,4899,,,0
020998,2020/10/31,2020,INDL,C,D,STD,SLYQF,73871P107,POUNCE TECHNOLOGIES INC,CAD,19,,A,,,4510,451010,45,45101010,999990,9995,,,0
021000,2020/12/31,2020,INDL,C,D,STD,HSDT,42328V603,HELIUS MEDICAL TECHNOLOGIES,USD,14,0001610853,A,334510,3845,3510,351010,35,35101010,334510,3845,,,0
021002,2020/12/31,2020,INDL,C,D,STD,CYBR,M2682V108,CYBERARK SOFTWARE LTD,USD,14,0001598110,A,511210,7372,4510,451030,45,45103020,511210,7372,,,0
021003,2020/12/31,2020,INDL,C,D,STD,ZSAN,98979H202,ZOSANO PHARMA CORP,USD,14,0001587221,A,325412,2834,3510,351010,35,35101010,325412,2834,,,0
021004,2020/12/31,2020,INDL,C,D,STD,LNTH,516544103,LANTHEUS HOLDINGS INC,USD,14,0001521036,A,325413,2835,3510,351010,35,35101020,325413,2835,,,0
021006,2020/12/31,2020,INDL,C,D,STD,XENT,46071F103,INTERSECT ENT INC,USD,14,0001271214,A,339113,3842,3510,351010,35,35101010,339113,3842,,,0
021012,2020/12/31,2020,INDL,C,D,STD,ATRA,046513107,ATARA BIOTHERAPEUTICS INC,USD,14,0001604464,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021015,2020/12/31,2020,INDL,C,D,STD,OCUL,67576A100,OCULAR THERAPEUTIX INC,USD,14,0001393434,A,325414,2836,3520,352020,35,35202010,325414,2836,,,0
021019,2020/12/31,2020,INDL,C,D,STD,BSIG,10948W103,BRIGHTSPHERE INVEST GRP INC,USD,11,0001748824,A,523920,6282,4020,402030,40,40203010,523920,6282,,,0
021020,2020/12/31,2020,INDL,C,D,STD,ADVM,00773U108,ADVERUM BIOTECHNOLOGIES,USD,14,0001501756,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021026,2020/12/31,2020,INDL,C,D,STD,CDC,92647N824,VICTORYSHRS US EQ INM ENH VO,USD,14,,A,,,,,,,525910,6722,,,
021028,2020/12/31,2020,INDL,C,D,STD,CFO,92647N782,VICTORYSHARES US 500 ENH VOL,USD,14,,A,,,,,,,525910,6722,,,
021029,2020/12/31,2020,INDL,C,D,STD,CFA,92647N766,VICTORYSHARES US 500 VOL WTD,USD,14,,A,,,,,,,525910,6722,,,
021032,2020/12/31,2020,INDL,C,D,STD,VKTX,92686J106,VIKING THERAPEUTICS INC,USD,14,0001607678,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021033,2020/12/31,2020,INDL,C,D,STD,TTOO,89853L104,T2 BIOSYSTEMS INC,USD,14,0001492674,A,325413,2835,3520,352010,35,35201010,325413,2835,,,0
021035,2020/12/31,2020,INDL,C,D,STD,RMBL,781386305,RUMBLEON INC,USD,14,0001596961,A,454110,5961,2550,255020,25,25502020,454110,5961,,,0
021040,2020/11/30,2020,INDL,C,D,STD,SPRS,868908104,SURGE COMPONENTS INC,USD,19,0000747540,A,423690,5065,4520,452030,45,45203030,423690,5065,,,3
021042,2020/06/30,2020,INDL,C,D,STD,AKTS,00973N102,AKOUSTIS TECHNOLOGIES INC,USD,14,0001584754,A,334419,3679,4520,452030,45,45203015,334419,3679,,,0
021048,2020/12/31,2020,INDL,C,D,STD,HMLP,Y3262R100,HOEGH LNG PARTNERS LP,USD,11,0001603016,A,483111,4412,1010,101010,10,10101020,483111,4412,,,0
021052,2020/12/31,2020,INDL,C,D,STD,VXC.,92206Q101,VANGUARD FTSE GLBL CAP EXCDA,CAD,7,,A,,,,,,,525910,6722,,,
021053,2020/12/31,2020,INDL,C,D,STD,VBU.,92206G103,VANGUARD US AGG BD IDX CDA H,CAD,7,,A,,,,,,,525910,6722,,,
021054,2020/12/31,2020,INDL,C,D,STD,VBG.,92206H101,VANGUARD GLBL EX U S AGG BD,CAD,7,,A,,,,,,,525910,6722,,,
021055,2020/06/30,2020,INDL,C,D,STD,GRWC,399818202,GROW CAPITAL INC,USD,19,0001448558,A,519130,7370,6010,601020,60,60102020,519130,7370,,,3
021056,2020/12/31,2020,INDL,C,D,STD,VA.,92206N108,VANGUARD FTSE DEV AS PAC ACP,CAD,7,,A,,,,,,,525910,6722,,,
021057,2020/12/31,2020,INDL,C,D,STD,VE.,92206M100,VANGUARD FTSE DEV EURO ALLCP,CAD,7,,A,,,,,,,525910,6722,,,
021065,2020/02/29,2019,INDL,C,D,STD,JOF,47109U104,JAPAN SMALL CAP FUND INC,USD,11,0000859796,A,,,,,,,525990,6726,850,800,
021069,2020/12/31,2020,INDL,C,D,STD,REET,46434V647,ISHARES GLOBAL REIT ETF,USD,17,,A,,,,,,,525910,6722,,,
021070,2020/12/31,2020,INDL,C,D,STD,HEZU,46434V639,ISHARES CURR HDG MSCI EUROZN,USD,17,,A,,,,,,,525910,6722,,,
021103,2020/12/31,2020,INDL,C,D,STD,RWLK,M8216Q200,REWALK ROBOTICS LTD,USD,14,0001607962,A,339113,3842,3510,351010,35,35101010,339113,3842,,,0
021113,2020/12/31,2020,INDL,C,D,STD,HOG.,44056E100,HORIZONS PIPELNS & ENRGY ETF,CAD,7,,A,,,,,,,525990,6722,,,
021116,2020/03/31,2019,INDL,C,D,STD,ADMT,001004100,ADM TRONICS UNLIMITED INC/DE,USD,19,0000849401,A,325520,2891,1510,151010,15,15101010,325520,2891,155,976,3
021118,2020/12/31,2020,INDL,C,D,STD,AXDX,00430H102,ACCELERATE DIAGNOSTICS INC,USD,14,0000727207,A,325413,2835,3510,351010,35,35101010,325413,2835,185,940,0
021119,2020/12/31,2020,INDL,C,D,STD,SGDM,85210B102,SPROTT GOLD MINERS ETF,USD,17,,A,,,,,,,525910,6722,,,
021124,2020/12/31,2020,INDL,C,D,STD,LOCO,268603107,EL POLLO LOCO HOLDINGS INC,USD,14,0001606366,A,722511,5812,2530,253010,25,25301040,722511,5812,,,0
021136,2020/12/31,2020,INDL,C,D,STD,ABMC,024600108,AMERICAN BIO MEDICA CORP,USD,19,0000896747,A,325413,2835,3510,351010,35,35101010,325413,2835,147,905,3
021145,2020/12/31,2020,INDL,C,D,STD,OTIC,68906L105,OTONOMY INC,USD,14,0001493566,A,325414,2836,3520,352020,35,35202010,325414,2836,,,0
021155,2020/12/31,2020,INDL,C,D,STD,ATY,00510L106,ACUITYADS HOLDINGS INC,CAD,14,0001861233,A,,,5020,502030,50,50203010,519130,7370,,,0
021156,2020/12/31,2020,INDL,C,D,STD,XSQ.,46435A105,ISHARES ST HIGH QUAL CDN BD,CAD,7,,A,,,,,,,525910,6722,,,
021160,2020/12/31,2020,INDL,C,D,STD,USB.,46090P108,INVESCO LDRT U.S. 0-5 YR CR,CAD,7,,A,,,,,,,525910,6722,,,
021161,2020/12/31,2020,INDL,C,D,STD,PFL.,46140U107,INVESCO 1-3 YR LADRD FLT RT,CAD,7,,A,,,,,,,525910,6722,,,
021165,2020/12/31,2020,INDL,C,D,STD,ICD,453415606,INDEPENDENCE CONTRACT DRLLNG,USD,11,0001537028,A,213111,1381,1010,101010,10,10101010,213111,1381,,,0
021169,2020/10/31,2020,INDL,C,D,STD,IRL,645673104,NEW IRELAND FUND INC,USD,11,0000858707,A,,,,,,,525990,6726,850,800,
021178,2020/12/31,2020,INDL,C,D,STD,NBEV,650194103,NEWAGE INC,USD,14,0001579823,A,312111,2086,3020,302010,30,30201030,312111,2086,,,0
021191,2020/12/31,2020,INDL,C,D,STD,MFGI,588538108,MERCHANTS FINANCIAL GROUP,USD,19,0001394374,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
021191,2020/12/31,2020,FS,C,D,STD,MFGI,588538108,MERCHANTS FINANCIAL GROUP,USD,19,0001394374,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
021194,2020/12/31,2020,INDL,C,D,STD,MBKL,55281E103,MBT BANCSHARES INC,USD,19,,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
021194,2020/12/31,2020,FS,C,D,STD,MBKL,55281E103,MBT BANCSHARES INC,USD,19,,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
021203,2020/12/31,2020,INDL,C,D,STD,ETP.,33739T105,FIRST TRUST GBL RISK MANGD,CAD,7,,A,,,,,,,525910,6722,,,
021208,2020/12/31,2020,INDL,C,D,STD,CYTO,G0360L100,ALTAMIRA THERAPEUTICS LTD,USD,14,0001601936,A,325414,2836,3520,352020,35,35202010,325414,2836,,,0
021209,2020/12/31,2020,INDL,C,D,STD,VBLT,M96883109,VASCULAR BIOGENICS LTD,USD,14,0001603207,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021210,2020/12/31,2020,INDL,C,D,STD,IFV,33738R886,FIRST TR DRSY WRT INTL FOC 5,USD,14,,A,,,,,,,525910,6722,,,
021212,2020/12/31,2020,INDL,C,D,STD,CNXT,92189F627,VANECK VECTORS CHINAAMC SME,USD,17,,A,,,,,,,525910,6722,,,
021222,2020/12/31,2020,INDL,C,D,STD,PTVRF,G7041T139,PETRO-VICTORY ENERGY CORP,USD,19,0001615236,A,2111,1311,1010,101020,10,10102020,2111,1311,,,0
021223,2020/12/31,2020,INDL,C,D,STD,CFRX,212326300,CONTRAFECT CORP,USD,14,0001478069,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021227,2020/12/31,2020,INDL,C,D,STD,LBRDK,530307305,LIBERTY BROADBAND CORP,USD,14,0001611983,A,517312,4812,5020,502010,50,50201030,517312,4812,,,0
021232,2020/12/31,2020,INDL,C,D,STD,NTN,629410606,NTN BUZZTIME INC,USD,12,0000748592,I,519130,7370,5020,502020,50,50202010,519130,7370,150,978,0
021236,2020/12/31,2020,INDL,C,D,STD,THQ,879105104,TEKLA HEALTHCARE OPPTYS FUND,USD,11,0001604522,A,,,,,,,525990,6726,,,
021237,2020/12/31,2020,INDL,C,D,STD,TTI,88162F105,TETRA TECHNOLOGIES INC/DE,USD,11,0000844965,A,213112,1389,1010,101010,10,10101020,213112,1389,395,935,0
021238,2020/12/31,2020,INDL,C,D,STD,VICR,925815102,VICOR CORP,USD,14,0000751978,A,334419,3679,2010,201040,20,20104010,334419,3679,220,925,0
021241,2020/06/30,2020,INDL,C,D,STD,CGA,16943W204,CHINA GREEN AGRICULTURE INC,USD,11,0000857949,A,325320,2870,1510,151010,15,15101030,325320,2870,180,940,0
021263,2020/12/31,2020,INDL,C,D,STD,PBLA,69833Q100,PANBELA THERAPEUTICS INC,USD,14,0001029125,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021273,2020/12/31,2020,INDL,C,D,STD,UGEIF,903510402,UGE INTERNATIONAL LTD,USD,19,0001638298,A,237130,1623,2010,201030,20,20103010,237130,1623,,,0
021282,2020/12/31,2020,INDL,C,D,STD,KPRX,49721T101,KIORA PHARMACEUTICALS INC,USD,14,0001372514,A,325412,2834,3520,352020,35,35202010,325412,2834,,,0
021295,2020/12/31,2020,INDL,C,D,STD,FCUV,34417J104,FOCUS UNIVERSAL INC,USD,14,0001590418,A,334519,3829,4520,452030,45,45203010,334519,3829,,,0
021298,2020/12/31,2020,INDL,C,D,STD,CSF,92647N774,VICTORY SHA US DISRY ENH VOL,USD,14,,A,,,,,,,525910,6722,,,
021324,2020/12/31,2020,INDL,C,D,STD,FTSM,33739Q408,FIRST TRUST ENHANCED SHT MAT,USD,14,,A,,,,,,,525910,6722,,,
021339,2020/07/31,2020,INDL,C,D,STD,SULMF,865125108,SULLIDEN MINING CAPITAL INC,CAD,19,,A,,,1510,151040,15,15104040,212221,1040,,,0
021352,2020/12/31,2020,INDL,C,D,STD,AVNS,05350V106,AVANOS MEDICAL INC,USD,11,0001606498,A,339113,3842,3510,351010,35,35101020,339113,3842,,,0
021361,2020/12/31,2020,INDL,C,D,STD,NNUP,655212207,NOCOPI TECHNOLOGIES INC,USD,19,0000888981,A,533110,6794,1510,151010,15,15101050,533110,6794,175,976,3
021382,2020/12/31,2020,INDL,C,D,STD,STD1,05964H006,SANTANDER UK PLC,USD,0,0001087711,A,522110,6020,4010,401010,40,40101010,522110,6020,810,800,1
021382,2020/12/31,2020,FS,C,D,STD,STD1,05964H006,SANTANDER UK PLC,USD,0,0001087711,A,522110,6020,4010,401010,40,40101010,522110,6020,810,800,1
021421,2020/12/31,2020,INDL,C,D,STD,EYES,81362J209,SECOND SIGHT MEDICAL PRODS,USD,14,0001266806,A,334510,3845,3510,351010,35,35101010,334510,3845,,,0
021423,2020/12/31,2020,INDL,C,D,STD,UNIB,914090105,UNIVERSITY BANCORP INC,USD,19,0000811211,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,3
021423,2020/12/31,2020,FS,C,D,STD,UNIB,914090105,UNIVERSITY BANCORP INC,USD,19,0000811211,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,3
021429,2020/12/31,2020,INDL,C,D,STD,GVA,387328107,GRANITE CONSTRUCTION INC,USD,11,0000861459,A,237310,1600,2010,201030,20,20103010,237310,1600,240,925,0
021431,2020/12/31,2020,INDL,C,D,STD,CRC,13057Q305,CALIFORNIA RESOURCES CORP,USD,11,0001609253,A,211120,1311,1010,101020,10,10102020,211120,1311,,,0
021432,2020/12/31,2020,INDL,C,D,STD,RDGA,765816103,RIDGEFIELD ACQUISITION CORP,USD,19,0000812152,A,999990,9995,,,,,999990,9995,188,940,3
021436,2020/12/31,2020,INDL,C,D,STD,CAT1,14912L002,CATERPILLAR FINANCIAL SVCS,USD,0,0000764764,A,522220,6159,4020,402020,40,40202010,522220,6159,850,800,1
021440,2020/12/31,2020,INDL,C,D,STD,LSTR,515098101,LANDSTAR SYSTEM INC,USD,14,0000853816,A,484121,4213,2030,203040,20,20304020,484121,4213,615,600,0
021452,2020/12/31,2020,INDL,C,D,STD,FWP,34986J204,FORWARD PHARMA A/S  -ADR,USD,14,0001604924,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021470,2020/12/31,2020,INDL,C,D,STD,FDIV,33739Q309,FIRST TRUST STRATEGIC INCOME,USD,14,,A,,,,,,,525910,6722,,,
021503,2020/12/31,2020,INDL,C,D,STD,KMPR,488401100,KEMPER CORP/DE,USD,11,0000860748,A,524126,6331,4030,403010,40,40301040,524126,6331,835,800,0
021503,2020/12/31,2020,FS,C,D,STD,KMPR,488401100,KEMPER CORP/DE,USD,11,0000860748,A,524126,6331,4030,403010,40,40301040,524126,6331,835,800,0
021514,2020/12/31,2020,INDL,C,D,STD,LCRTF,52728X208,LEUCROTTA EXPLORATION INC,CAD,19,0001618572,A,,,1010,101020,10,10102020,2111,1311,,,0
021515,2020/12/31,2020,INDL,C,D,STD,UNVR,91336L107,UNIVAR SOLUTIONS INC,USD,11,0001494319,A,424690,5160,2010,201070,20,20107010,424690,5160,,,0
021521,2020/12/31,2020,INDL,C,D,STD,CZFS,174615104,CITIZENS FINANCIAL SVCS INC,USD,19,0000739421,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
021521,2020/12/31,2020,FS,C,D,STD,CZFS,174615104,CITIZENS FINANCIAL SVCS INC,USD,19,0000739421,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
021522,2020/12/31,2020,INDL,C,D,STD,VYNE,92941V209,VYNE THERAPEUTICS INC,USD,14,0001566044,A,325412,2834,3520,352020,35,35202010,325412,2834,,,0
021524,2020/12/31,2020,INDL,C,D,STD,PRQR,N71542109,PROQR THERAPEUTICS NV,USD,14,0001612940,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021525,2020/12/31,2020,INDL,C,D,STD,CMTV,20343A101,COMMUNITY BANCORP INC/VT,USD,19,0000718413,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
021525,2020/12/31,2020,FS,C,D,STD,CMTV,20343A101,COMMUNITY BANCORP INC/VT,USD,19,0000718413,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
021538,2020/12/31,2020,INDL,C,D,STD,EFAD,74347B839,PROSHARES MSCI EAFE DIV GRWR,USD,21,,A,,,,,,,525910,6722,,,
021540,2020/12/31,2020,INDL,C,D,STD,W,94419L101,WAYFAIR INC,USD,11,0001616707,A,454110,5961,2550,255020,25,25502020,454110,5961,,,0
021542,2020/12/31,2020,INDL,C,D,STD,AAON,000360206,AAON INC,USD,14,0000824142,A,333415,3585,2010,201020,20,20102010,333415,3585,345,925,0
021547,2020/12/31,2020,INDL,C,D,STD,MDLM,58503T205,MEDLEY MANAGEMENT INC,USD,19,0001611110,A,523920,6282,4020,402030,40,40203010,523920,6282,,,3
021554,2020/12/31,2020,INDL,C,D,STD,CREX,22530J200,CREATIVE REALITIES INC,USD,14,0001356093,A,511210,7372,5020,502010,50,50201010,511210,7372,,,0
021563,2020/12/31,2020,INDL,C,D,STD,ELST,285848107,ELECTRONIC SYSTEM TECH INC,USD,19,0000752294,A,334220,3663,4520,452010,45,45201020,334220,3663,180,940,3
021577,2020/08/31,2020,INDL,C,D,STD,OGI,68620P101,ORGANIGRAM HOLDINGS INC,CAD,14,0001620737,A,,,3520,352020,35,35202010,325412,2834,,,0
021589,2020/12/31,2020,INDL,C,D,STD,WBIF,00400R601,WBI BULLBEAR VALUE 3000 ETF,USD,17,,A,,,,,,,525910,6722,,,
021591,2020/12/31,2020,INDL,C,D,STD,WBIG,00400R700,WBI BULLBEAR YIELD 3000 ETF,USD,17,,A,,,,,,,525910,6722,,,
021592,2020/12/31,2020,INDL,C,D,STD,WBIL,00400R809,WBI BULLBEAR QUALTY 3000 ETF,USD,17,,A,,,,,,,525910,6722,,,
021593,2020/12/31,2020,INDL,C,D,STD,CIVB,178867107,CIVISTA BANCSHARES INC,USD,14,0000944745,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
021593,2020/12/31,2020,FS,C,D,STD,CIVB,178867107,CIVISTA BANCSHARES INC,USD,14,0000944745,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
021594,2020/12/31,2020,INDL,C,D,STD,WBII,00400R874,WBI BULLBEAR GLOBAL INCM ETF,USD,17,,A,,,,,,,525910,6722,,,
021601,2020/12/31,2020,INDL,C,D,STD,RYTM,76243J105,RHYTHM PHARMACEUTICLS,USD,14,0001649904,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021604,2020/12/31,2020,INDL,C,D,STD,PGRE,69924R108,PARAMOUNT GROUP INC,USD,11,0001605607,A,531120,6798,6010,601010,60,60101040,531120,6798,,,0
021616,2020/09/30,2020,INDL,C,D,STD,GWB,391416104,GREAT WESTERN BANCORP INC,USD,11,0001613665,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
021616,2020/09/30,2020,FS,C,D,STD,GWB,391416104,GREAT WESTERN BANCORP INC,USD,11,0001613665,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
021627,2020/12/31,2020,INDL,C,D,STD,CALA,13089P101,CALITHERA BIOSCIENCES INC,USD,14,0001496671,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021628,2020/12/31,2020,INDL,C,D,STD,USDP,903318103,USD PARTNERS LP,USD,11,0001610682,A,486110,4610,1010,101020,10,10102040,486110,4610,,,0
021630,2020/12/31,2020,INDL,C,D,STD,STOR,862121100,STORE CAPITAL CORP,USD,11,0001538990,A,531120,6798,6010,601010,60,60101010,531120,6798,,,0
021633,2020/12/31,2020,INDL,C,D,STD,VBTX,923451108,VERITEX HOLDINGS INC,USD,14,0001501570,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
021633,2020/12/31,2020,FS,C,D,STD,VBTX,923451108,VERITEX HOLDINGS INC,USD,14,0001501570,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
021635,2020/12/31,2020,INDL,C,D,STD,AFMD,N01045108,AFFIMED NV,USD,14,0001608390,A,325414,2836,3520,352010,35,35201010,325414,2836,,,0
021636,2020/12/31,2020,INDL,C,D,STD,MBSD,33939L779,FLEXSHARES DISCIPLINED DUR,USD,17,,A,,,,,,,525910,6722,,,
021641,2020/11/30,2020,INDL,C,D,STD,EDYYF,29272D200,ENERDYNAMIC HYBRID TECHNLGS,CAD,19,,A,,,2010,201040,20,20104020,334413,3674,,,0
021663,2020/12/31,2020,INDL,C,D,STD,IAIC,456696103,INFORMATION ANALYSIS INC,USD,14,0000803578,A,541511,7371,4510,451020,45,45102010,541511,7371,185,940,0
021666,2020/12/31,2020,INDL,C,D,STD,RNSFF,75973C108,RENAISSANCE OIL CORP,CAD,19,0001591476,I,,,1010,101020,10,10102020,2111,1311,,,0
021668,2020/12/31,2020,INDL,C,D,STD,FTLS,33739P103,FIRST TRUST LONG/SH EQTY ETF,USD,17,,A,,,,,,,525910,6722,,,
021674,2020/10/31,2020,INDL,C,D,STD,EWOOF,27783W105,EASTWOOD BIO-MEDICAL CDA INC,CAD,19,,A,,,3520,352020,35,35202010,325412,2834,,,0
021679,2020/12/31,2020,INDL,C,D,STD,ELV.,46141U106,INVESCO S&P EMERGING MKT VLT,CAD,7,,A,,,,,,,525910,6722,,,
021680,2020/12/31,2020,INDL,C,D,STD,ILV.,46142R102,INVESCO S&P INTL DEVLP VOL,CAD,7,,A,,,,,,,525910,6722,,,
021687,2020/12/31,2020,INDL,C,D,STD,EMHTF,29102R106,EMERALD HEALTH THERAPEUTICS,CAD,19,0001768225,A,,,3520,352020,35,35202010,325414,2836,,,3
